,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
749,19,2011-01-01,1,0,1,0,6,0,3.0,0.42,0.4242,0.88,0.2537,9.0,26.0,35.0,18.0
750,20,2011-01-01,1,0,1,0,6,0,3.0,0.42,0.4242,0.88,0.2537,6.0,31.0,37.0,19.0
751,21,2011-01-01,1,0,1,0,6,0,2.0,0.4,0.4091,0.87,0.2537,11.0,25.0,36.0,20.0
752,22,2011-01-01,1,0,1,0,6,0,2.0,0.4,0.4091,0.87,0.194,3.0,31.0,34.0,21.0
753,23,2011-01-01,1,0,1,0,6,0,2.0,0.4,0.4091,0.94,0.2239,11.0,17.0,28.0,22.0
754,24,2011-01-01,1,0,1,0,6,0,2.0,0.46,0.4545,0.88,0.2985,15.0,24.0,39.0,23.0
755,25,2011-01-02,1,0,1,0,0,0,2.0,0.46,0.4545,0.88,0.2985,4.0,13.0,17.0,0.0
756,26,2011-01-02,1,0,1,0,0,0,2.0,0.44,0.4394,0.94,0.2537,1.0,16.0,17.0,1.0
757,27,2011-01-02,1,0,1,0,0,0,2.0,0.42,0.4242,1.0,0.2836,1.0,8.0,9.0,2.0
758,28,2011-01-02,1,0,1,0,0,0,2.0,0.46,0.4545,0.94,0.194,2.0,4.0,6.0,3.0
759,29,2011-01-02,1,0,1,0,0,0,2.0,0.46,0.4545,0.94,0.194,2.0,1.0,3.0,4.0
760,30,2011-01-02,1,0,1,0,0,0,3.0,0.42,0.4242,0.77,0.2985,0.0,2.0,2.0,6.0
761,31,2011-01-02,1,0,1,0,0,0,2.0,0.4,0.4091,0.76,0.194,0.0,1.0,1.0,7.0
762,32,2011-01-02,1,0,1,0,0,0,3.0,0.4,0.4091,0.71,0.2239,0.0,8.0,8.0,8.0
763,33,2011-01-02,1,0,1,0,0,0,2.0,0.38,0.3939,0.76,0.2239,1.0,19.0,20.0,9.0
764,34,2011-01-02,1,0,1,0,0,0,2.0,0.36,0.3485,0.81,0.2239,7.0,46.0,53.0,10.0
765,35,2011-01-02,1,0,1,0,0,0,2.0,0.36,0.3333,0.71,0.2537,16.0,54.0,70.0,11.0
766,36,2011-01-02,1,0,1,0,0,0,2.0,0.36,0.3333,0.66,0.2985,20.0,73.0,93.0,12.0
767,37,2011-01-02,1,0,1,0,0,0,2.0,0.36,0.3485,0.66,0.1343,11.0,64.0,75.0,13.0
768,38,2011-01-02,1,0,1,0,0,0,3.0,0.36,0.3485,0.76,0.194,4.0,55.0,59.0,14.0
769,39,2011-01-02,1,0,1,0,0,0,3.0,0.34,0.3333,0.81,0.1642,19.0,55.0,74.0,15.0
770,40,2011-01-02,1,0,1,0,0,0,3.0,0.34,0.3333,0.71,0.1642,9.0,67.0,76.0,16.0
771,41,2011-01-02,1,0,1,0,0,0,1.0,0.34,0.3333,0.57,0.194,7.0,58.0,65.0,17.0
772,42,2011-01-02,1,0,1,0,0,0,2.0,0.36,0.3333,0.46,0.3284,10.0,43.0,53.0,18.0
773,43,2011-01-02,1,0,1,0,0,0,1.0,0.32,0.2879,0.42,0.4478,1.0,29.0,30.0,19.0
774,44,2011-01-02,1,0,1,0,0,0,1.0,0.3,0.2727,0.39,0.3582,5.0,17.0,22.0,20.0
775,45,2011-01-02,1,0,1,0,0,0,1.0,0.26,0.2273,0.44,0.3284,11.0,20.0,31.0,21.0
776,46,2011-01-02,1,0,1,0,0,0,1.0,0.24,0.2121,0.44,0.2985,0.0,9.0,9.0,22.0
777,47,2011-01-02,1,0,1,0,0,0,1.0,0.22,0.2273,0.47,0.1642,0.0,8.0,8.0,23.0
778,48,2011-01-03,1,0,1,0,1,1,1.0,0.22,0.197,0.44,0.3582,0.0,5.0,5.0,0.0
779,49,2011-01-03,1,0,1,0,1,1,1.0,0.2,0.1667,0.44,0.4179,0.0,2.0,2.0,1.0
780,50,2011-01-03,1,0,1,0,1,1,1.0,0.16,0.1364,0.47,0.3881,0.0,1.0,1.0,4.0
781,51,2011-01-03,1,0,1,0,1,1,1.0,0.16,0.1364,0.47,0.2836,0.0,3.0,3.0,5.0
782,52,2011-01-03,1,0,1,0,1,1,1.0,0.14,0.1061,0.5,0.3881,0.0,30.0,30.0,6.0
783,53,2011-01-03,1,0,1,0,1,1,1.0,0.14,0.1364,0.5,0.194,1.0,63.0,64.0,7.0
784,54,2011-01-03,1,0,1,0,1,1,1.0,0.14,0.1212,0.5,0.2836,1.0,153.0,154.0,8.0
785,55,2011-01-03,1,0,1,0,1,1,1.0,0.16,0.1364,0.43,0.3881,7.0,81.0,88.0,9.0
786,56,2011-01-03,1,0,1,0,1,1,1.0,0.18,0.1667,0.43,0.2537,11.0,33.0,44.0,10.0
787,57,2011-01-03,1,0,1,0,1,1,1.0,0.2,0.1818,0.4,0.3284,10.0,41.0,51.0,11.0
788,58,2011-01-03,1,0,1,0,1,1,1.0,0.22,0.2121,0.35,0.2985,13.0,48.0,61.0,12.0
789,59,2011-01-03,1,0,1,0,1,1,1.0,0.24,0.2121,0.35,0.2836,8.0,53.0,61.0,13.0
790,60,2011-01-03,1,0,1,0,1,1,1.0,0.26,0.2424,0.3,0.2836,11.0,66.0,77.0,14.0
791,61,2011-01-03,1,0,1,0,1,1,1.0,0.26,0.2424,0.3,0.2537,14.0,58.0,72.0,15.0
792,62,2011-01-03,1,0,1,0,1,1,1.0,0.26,0.2424,0.3,0.2537,9.0,67.0,76.0,16.0
793,63,2011-01-03,1,0,1,0,1,1,1.0,0.24,0.2273,0.3,0.2239,11.0,146.0,157.0,17.0
794,64,2011-01-03,1,0,1,0,1,1,1.0,0.24,0.2576,0.32,0.1045,9.0,148.0,157.0,18.0
795,65,2011-01-03,1,0,1,0,1,1,1.0,0.2,0.2576,0.47,0.0,8.0,102.0,110.0,19.0
796,66,2011-01-03,1,0,1,0,1,1,1.0,0.2,0.2273,0.47,0.1045,3.0,49.0,52.0,20.0
797,67,2011-01-03,1,0,1,0,1,1,1.0,0.18,0.197,0.64,0.1343,3.0,49.0,52.0,21.0
798,68,2011-01-03,1,0,1,0,1,1,1.0,0.14,0.1515,0.69,0.1343,0.0,20.0,20.0,22.0
799,69,2011-01-03,1,0,1,0,1,1,1.0,0.18,0.2121,0.55,0.1045,1.0,11.0,12.0,23.0
800,70,2011-01-04,1,0,1,0,2,1,1.0,0.16,0.1818,0.55,0.1045,0.0,5.0,5.0,0.0
801,71,2011-01-04,1,0,1,0,2,1,1.0,0.16,0.1818,0.59,0.1045,0.0,2.0,2.0,1.0
802,72,2011-01-04,1,0,1,0,2,1,1.0,0.14,0.1515,0.63,0.1343,0.0,1.0,1.0,2.0
803,73,2011-01-04,1,0,1,0,2,1,1.0,0.14,0.1818,0.63,0.0896,0.0,2.0,2.0,4.0
804,74,2011-01-04,1,0,1,0,2,1,1.0,0.12,0.1515,0.68,0.1045,0.0,4.0,4.0,5.0
805,75,2011-01-04,1,0,1,0,2,1,1.0,0.12,0.1515,0.74,0.1045,0.0,36.0,36.0,6.0
806,76,2011-01-04,1,0,1,0,2,1,1.0,0.12,0.1515,0.74,0.1343,2.0,92.0,94.0,7.0
807,77,2011-01-04,1,0,1,0,2,1,1.0,0.14,0.1515,0.69,0.1642,2.0,177.0,179.0,8.0
808,78,2011-01-04,1,0,1,0,2,1,1.0,0.16,0.1515,0.64,0.2239,2.0,98.0,100.0,9.0
809,79,2011-01-04,1,0,1,0,2,1,2.0,0.16,0.1364,0.69,0.3284,5.0,37.0,42.0,10.0
810,80,2011-01-04,1,0,1,0,2,1,1.0,0.22,0.2121,0.51,0.2985,7.0,50.0,57.0,11.0
811,81,2011-01-04,1,0,1,0,2,1,1.0,0.22,0.2273,0.51,0.1642,12.0,66.0,78.0,12.0
812,82,2011-01-04,1,0,1,0,2,1,1.0,0.24,0.2273,0.56,0.194,18.0,79.0,97.0,13.0
813,83,2011-01-04,1,0,1,0,2,1,1.0,0.26,0.2576,0.52,0.2239,9.0,54.0,63.0,14.0
814,84,2011-01-04,1,0,1,0,2,1,1.0,0.28,0.2727,0.52,0.2537,17.0,48.0,65.0,15.0
815,85,2011-01-04,1,0,1,0,2,1,1.0,0.3,0.2879,0.49,0.2537,15.0,68.0,83.0,16.0
816,86,2011-01-04,1,0,1,0,2,1,1.0,0.28,0.2727,0.48,0.2239,10.0,202.0,212.0,17.0
817,87,2011-01-04,1,0,1,0,2,1,1.0,0.26,0.2576,0.48,0.194,3.0,179.0,182.0,18.0
818,88,2011-01-04,1,0,1,0,2,1,1.0,0.24,0.2576,0.48,0.1045,2.0,110.0,112.0,19.0
819,89,2011-01-04,1,0,1,0,2,1,1.0,0.24,0.2576,0.48,0.1045,1.0,53.0,54.0,20.0
820,90,2011-01-04,1,0,1,0,2,1,1.0,0.22,0.2727,0.64,0.0,0.0,48.0,48.0,21.0
821,91,2011-01-04,1,0,1,0,2,1,1.0,0.22,0.2576,0.64,0.0896,1.0,34.0,35.0,22.0
822,92,2011-01-04,1,0,1,0,2,1,1.0,0.2,0.2273,0.69,0.0896,2.0,9.0,11.0,23.0
823,93,2011-01-05,1,0,1,0,3,1,1.0,0.2,0.2576,0.64,0.0,0.0,6.0,6.0,0.0
824,94,2011-01-05,1,0,1,0,3,1,1.0,0.16,0.197,0.74,0.0896,0.0,6.0,6.0,1.0
825,95,2011-01-05,1,0,1,0,3,1,1.0,0.16,0.197,0.74,0.0896,0.0,2.0,2.0,2.0
826,96,2011-01-05,1,0,1,0,3,1,1.0,0.24,0.2273,0.48,0.2239,0.0,2.0,2.0,4.0
827,97,2011-01-05,1,0,1,0,3,1,1.0,0.22,0.2273,0.47,0.1642,0.0,3.0,3.0,5.0
828,98,2011-01-05,1,0,1,0,3,1,1.0,0.2,0.197,0.47,0.2239,0.0,33.0,33.0,6.0
829,99,2011-01-05,1,0,1,0,3,1,1.0,0.18,0.1818,0.43,0.194,1.0,87.0,88.0,7.0
830,100,2011-01-05,1,0,1,0,3,1,1.0,0.2,0.1818,0.4,0.2985,3.0,192.0,195.0,8.0
831,101,2011-01-05,1,0,1,0,3,1,1.0,0.22,0.197,0.37,0.3284,6.0,109.0,115.0,9.0
832,102,2011-01-05,1,0,1,0,3,1,1.0,0.22,0.197,0.37,0.3284,4.0,53.0,57.0,10.0
833,103,2011-01-05,1,0,1,0,3,1,1.0,0.26,0.2273,0.33,0.3284,12.0,34.0,46.0,11.0
834,104,2011-01-05,1,0,1,0,3,1,1.0,0.26,0.2273,0.33,0.3284,5.0,74.0,79.0,12.0
835,105,2011-01-05,1,0,1,0,3,1,1.0,0.28,0.2576,0.3,0.2985,6.0,65.0,71.0,13.0
836,106,2011-01-05,1,0,1,0,3,1,1.0,0.3,0.2879,0.28,0.194,10.0,52.0,62.0,14.0
837,107,2011-01-05,1,0,1,0,3,1,1.0,0.3,0.2879,0.28,0.194,7.0,55.0,62.0,15.0
838,108,2011-01-05,1,0,1,0,3,1,1.0,0.3,0.3182,0.28,0.0896,4.0,85.0,89.0,16.0
839,109,2011-01-05,1,0,1,0,3,1,1.0,0.24,0.2273,0.38,0.194,4.0,186.0,190.0,17.0
840,110,2011-01-05,1,0,1,0,3,1,1.0,0.24,0.2424,0.38,0.1343,3.0,166.0,169.0,18.0
841,111,2011-01-05,1,0,1,0,3,1,1.0,0.24,0.2576,0.38,0.1045,5.0,127.0,132.0,19.0
842,112,2011-01-05,1,0,1,0,3,1,1.0,0.22,0.2273,0.47,0.1642,7.0,82.0,89.0,20.0
843,113,2011-01-05,1,0,1,0,3,1,1.0,0.2,0.197,0.51,0.194,3.0,40.0,43.0,21.0
844,114,2011-01-05,1,0,1,0,3,1,1.0,0.18,0.197,0.55,0.1343,1.0,41.0,42.0,22.0
845,115,2011-01-05,1,0,1,0,3,1,1.0,0.2,0.2576,0.47,0.0,1.0,18.0,19.0,23.0
846,116,2011-01-06,1,0,1,0,4,1,1.0,0.18,0.2424,0.55,0.0,0.0,11.0,11.0,0.0
847,117,2011-01-06,1,0,1,0,4,1,1.0,0.16,0.2273,0.64,0.0,0.0,4.0,4.0,1.0
848,118,2011-01-06,1,0,1,0,4,1,1.0,0.16,0.2273,0.64,0.0,0.0,2.0,2.0,2.0
849,119,2011-01-06,1,0,1,0,4,1,2.0,0.16,0.197,0.64,0.0896,0.0,1.0,1.0,4.0
850,120,2011-01-06,1,0,1,0,4,1,2.0,0.14,0.1818,0.69,0.0896,0.0,4.0,4.0,5.0
851,121,2011-01-06,1,0,1,0,4,1,2.0,0.14,0.1667,0.63,0.1045,0.0,36.0,36.0,6.0
852,122,2011-01-06,1,0,1,0,4,1,2.0,0.16,0.2273,0.59,0.0,0.0,95.0,95.0,7.0
853,123,2011-01-06,1,0,1,0,4,1,1.0,0.16,0.2273,0.59,0.0,3.0,216.0,219.0,8.0
854,124,2011-01-06,1,0,1,0,4,1,2.0,0.18,0.2424,0.51,0.0,6.0,116.0,122.0,9.0
855,125,2011-01-06,1,0,1,0,4,1,1.0,0.2,0.2576,0.47,0.0,3.0,42.0,45.0,10.0
856,126,2011-01-06,1,0,1,0,4,1,1.0,0.22,0.2576,0.44,0.0896,2.0,57.0,59.0,11.0
857,127,2011-01-06,1,0,1,0,4,1,1.0,0.26,0.2879,0.35,0.0,6.0,78.0,84.0,12.0
858,128,2011-01-06,1,0,1,0,4,1,1.0,0.26,0.2727,0.35,0.1045,12.0,55.0,67.0,13.0
859,129,2011-01-06,1,0,1,0,4,1,1.0,0.28,0.2727,0.36,0.1642,11.0,59.0,70.0,14.0
860,130,2011-01-06,1,0,1,0,4,1,1.0,0.28,0.2727,0.36,0.0,8.0,54.0,62.0,15.0
861,131,2011-01-06,1,0,1,0,4,1,1.0,0.26,0.2576,0.38,0.1642,12.0,74.0,86.0,16.0
862,132,2011-01-06,1,0,1,0,4,1,1.0,0.22,0.2273,0.51,0.1642,9.0,163.0,172.0,17.0
863,133,2011-01-06,1,0,1,0,4,1,1.0,0.22,0.2273,0.51,0.1343,5.0,158.0,163.0,18.0
864,134,2011-01-06,1,0,1,0,4,1,1.0,0.22,0.2576,0.55,0.0896,3.0,109.0,112.0,19.0
865,135,2011-01-06,1,0,1,0,4,1,1.0,0.2,0.2121,0.51,0.1642,3.0,66.0,69.0,20.0
866,136,2011-01-06,1,0,1,0,4,1,2.0,0.22,0.2121,0.55,0.2239,0.0,48.0,48.0,21.0
867,137,2011-01-06,1,0,1,0,4,1,2.0,0.22,0.2121,0.51,0.2836,1.0,51.0,52.0,22.0
868,138,2011-01-06,1,0,1,0,4,1,2.0,0.2,0.197,0.59,0.194,4.0,19.0,23.0,23.0
869,139,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.64,0.194,4.0,13.0,17.0,0.0
870,140,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.69,0.2239,2.0,5.0,7.0,1.0
871,141,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.69,0.2239,0.0,1.0,1.0,2.0
872,142,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.2121,0.69,0.1343,0.0,1.0,1.0,4.0
873,143,2011-01-07,1,0,1,0,5,1,3.0,0.22,0.2727,0.55,0.0,0.0,5.0,5.0,5.0
874,144,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.2576,0.69,0.0,8.0,26.0,34.0,6.0
875,145,2011-01-07,1,0,1,0,5,1,1.0,0.2,0.2121,0.69,0.1343,8.0,76.0,84.0,7.0
876,146,2011-01-07,1,0,1,0,5,1,1.0,0.2,0.197,0.51,0.2537,20.0,190.0,210.0,8.0
877,147,2011-01-07,1,0,1,0,5,1,1.0,0.2,0.1818,0.47,0.2985,9.0,125.0,134.0,9.0
878,148,2011-01-07,1,0,1,0,5,1,1.0,0.22,0.197,0.37,0.3284,16.0,47.0,63.0,10.0
879,149,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.4,0.2239,19.0,48.0,67.0,11.0
880,150,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.37,0.2537,9.0,50.0,59.0,12.0
881,151,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.1818,0.37,0.2836,9.0,64.0,73.0,13.0
882,152,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.197,0.4,0.2537,7.0,43.0,50.0,14.0
883,153,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.2121,0.37,0.1642,9.0,63.0,72.0,15.0
884,154,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.2121,0.37,0.1642,5.0,82.0,87.0,16.0
885,155,2011-01-07,1,0,1,0,5,1,2.0,0.2,0.2576,0.37,0.0,9.0,178.0,187.0,17.0
886,156,2011-01-07,1,0,1,0,5,1,1.0,0.2,0.2273,0.4,0.0896,7.0,116.0,123.0,18.0
887,157,2011-01-07,1,0,1,0,5,1,1.0,0.16,0.197,0.55,0.0896,3.0,92.0,95.0,19.0
888,158,2011-01-07,1,0,1,0,5,1,1.0,0.18,0.2121,0.47,0.1045,1.0,50.0,51.0,20.0
889,159,2011-01-07,1,0,1,0,5,1,1.0,0.18,0.197,0.47,0.1343,0.0,39.0,39.0,21.0
890,160,2011-01-07,1,0,1,0,5,1,2.0,0.18,0.197,0.43,0.1642,2.0,34.0,36.0,22.0
891,161,2011-01-07,1,0,1,0,5,1,2.0,0.18,0.197,0.51,0.1642,1.0,14.0,15.0,23.0
892,162,2011-01-08,1,0,1,0,6,0,2.0,0.18,0.197,0.51,0.1642,1.0,24.0,25.0,0.0
893,163,2011-01-08,1,0,1,0,6,0,2.0,0.18,0.2121,0.55,0.0896,1.0,15.0,16.0,1.0
894,164,2011-01-08,1,0,1,0,6,0,2.0,0.18,0.2424,0.55,0.0,3.0,13.0,16.0,2.0
895,165,2011-01-08,1,0,1,0,6,0,3.0,0.18,0.197,0.55,0.1642,0.0,7.0,7.0,3.0
896,166,2011-01-08,1,0,1,0,6,0,3.0,0.18,0.197,0.55,0.1642,0.0,1.0,1.0,4.0
897,167,2011-01-08,1,0,1,0,6,0,2.0,0.16,0.1667,0.74,0.1642,0.0,5.0,5.0,5.0
898,168,2011-01-08,1,0,1,0,6,0,2.0,0.16,0.1667,0.74,0.1642,0.0,2.0,2.0,6.0
899,169,2011-01-08,1,0,1,0,6,0,2.0,0.16,0.1818,0.74,0.1045,1.0,8.0,9.0,7.0
900,170,2011-01-08,1,0,1,0,6,0,3.0,0.16,0.1818,0.93,0.1045,0.0,15.0,15.0,8.0
901,171,2011-01-08,1,0,1,0,6,0,3.0,0.16,0.1818,0.93,0.1045,0.0,20.0,20.0,9.0
902,172,2011-01-08,1,0,1,0,6,0,2.0,0.18,0.197,0.8,0.1642,5.0,56.0,61.0,10.0
903,173,2011-01-08,1,0,1,0,6,0,2.0,0.2,0.1818,0.69,0.3881,2.0,60.0,62.0,11.0
904,174,2011-01-08,1,0,1,0,6,0,2.0,0.2,0.1818,0.59,0.3582,8.0,90.0,98.0,12.0
905,175,2011-01-08,1,0,1,0,6,0,1.0,0.2,0.1818,0.44,0.3284,7.0,95.0,102.0,13.0
906,176,2011-01-08,1,0,1,0,6,0,1.0,0.2,0.1667,0.32,0.4925,12.0,83.0,95.0,14.0
907,177,2011-01-08,1,0,1,0,6,0,1.0,0.2,0.1667,0.32,0.4478,5.0,69.0,74.0,15.0
908,178,2011-01-08,1,0,1,0,6,0,1.0,0.18,0.1364,0.29,0.4478,8.0,68.0,76.0,16.0
909,179,2011-01-08,1,0,1,0,6,0,1.0,0.16,0.1212,0.37,0.5522,5.0,64.0,69.0,17.0
910,180,2011-01-08,1,0,1,0,6,0,1.0,0.14,0.1212,0.39,0.2985,3.0,52.0,55.0,18.0
911,181,2011-01-08,1,0,1,0,6,0,1.0,0.14,0.1212,0.36,0.2537,4.0,26.0,30.0,19.0
912,182,2011-01-08,1,0,1,0,6,0,1.0,0.12,0.1212,0.36,0.2537,0.0,28.0,28.0,20.0
913,183,2011-01-08,1,0,1,0,6,0,1.0,0.12,0.1061,0.39,0.3582,2.0,35.0,37.0,21.0
914,184,2011-01-08,1,0,1,0,6,0,1.0,0.12,0.1061,0.36,0.3881,1.0,33.0,34.0,22.0
915,185,2011-01-08,1,0,1,0,6,0,1.0,0.1,0.0606,0.39,0.4478,0.0,22.0,22.0,23.0
916,186,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0758,0.42,0.3881,1.0,24.0,25.0,0.0
917,187,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0606,0.42,0.4627,0.0,12.0,12.0,1.0
918,188,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0606,0.46,0.4627,0.0,11.0,11.0,2.0
919,189,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0758,0.46,0.4179,0.0,4.0,4.0,3.0
920,190,2011-01-09,1,0,1,0,0,0,1.0,0.08,0.0909,0.53,0.194,0.0,1.0,1.0,4.0
921,191,2011-01-09,1,0,1,0,0,0,1.0,0.08,0.0909,0.53,0.194,0.0,1.0,1.0,5.0
922,192,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0909,0.49,0.2836,0.0,1.0,1.0,6.0
923,193,2011-01-09,1,0,1,0,0,0,1.0,0.08,0.0909,0.53,0.194,1.0,5.0,6.0,7.0
924,194,2011-01-09,1,0,1,0,0,0,1.0,0.1,0.0909,0.49,0.2836,0.0,10.0,10.0,8.0
925,195,2011-01-09,1,0,1,0,0,0,1.0,0.12,0.0758,0.46,0.5224,0.0,19.0,19.0,9.0
926,196,2011-01-09,1,0,1,0,0,0,1.0,0.14,0.1061,0.43,0.3881,0.0,49.0,49.0,10.0
927,197,2011-01-09,1,0,1,0,0,0,1.0,0.16,0.1212,0.4,0.5224,2.0,47.0,49.0,11.0
928,198,2011-01-09,1,0,1,0,0,0,1.0,0.18,0.1364,0.37,0.4478,4.0,79.0,83.0,12.0
929,199,2011-01-09,1,0,1,0,0,0,1.0,0.2,0.1667,0.34,0.4478,6.0,69.0,75.0,13.0
930,200,2011-01-09,1,0,1,0,0,0,1.0,0.22,0.1818,0.32,0.4627,8.0,64.0,72.0,14.0
931,201,2011-01-09,1,0,1,0,0,0,1.0,0.22,0.197,0.35,0.3582,5.0,77.0,82.0,15.0
932,202,2011-01-09,1,0,1,0,0,0,1.0,0.2,0.1667,0.34,0.4478,13.0,79.0,92.0,16.0
933,203,2011-01-09,1,0,1,0,0,0,1.0,0.18,0.1515,0.37,0.3881,3.0,59.0,62.0,17.0
934,204,2011-01-09,1,0,1,0,0,0,1.0,0.16,0.1364,0.4,0.3284,4.0,44.0,48.0,18.0
935,205,2011-01-09,1,0,1,0,0,0,1.0,0.16,0.1364,0.43,0.3284,1.0,40.0,41.0,19.0
936,206,2011-01-09,1,0,1,0,0,0,1.0,0.14,0.1212,0.46,0.2537,0.0,38.0,38.0,20.0
937,207,2011-01-09,1,0,1,0,0,0,1.0,0.14,0.1061,0.46,0.4179,1.0,19.0,20.0,21.0
938,208,2011-01-09,1,0,1,0,0,0,1.0,0.14,0.1212,0.46,0.2985,5.0,10.0,15.0,22.0
939,209,2011-01-09,1,0,1,0,0,0,1.0,0.12,0.1364,0.5,0.194,0.0,6.0,6.0,23.0
940,210,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2836,2.0,3.0,5.0,0.0
941,211,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2836,1.0,0.0,1.0,1.0
942,212,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2239,0.0,3.0,3.0,2.0
943,213,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2239,0.0,1.0,1.0,3.0
944,214,2011-01-10,1,0,1,0,1,1,1.0,0.1,0.1212,0.54,0.1343,1.0,2.0,3.0,4.0
945,215,2011-01-10,1,0,1,0,1,1,1.0,0.1,0.1061,0.54,0.2537,0.0,3.0,3.0,5.0
946,216,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2836,0.0,31.0,31.0,6.0
947,217,2011-01-10,1,0,1,0,1,1,1.0,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0,7.0
948,218,2011-01-10,1,0,1,0,1,1,2.0,0.12,0.1212,0.5,0.2836,4.0,184.0,188.0,8.0
949,219,2011-01-10,1,0,1,0,1,1,2.0,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0,9.0
950,220,2011-01-10,1,0,1,0,1,1,2.0,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0,10.0
951,221,2011-01-10,1,0,1,0,1,1,2.0,0.16,0.1364,0.47,0.2836,2.0,28.0,30.0,11.0
952,222,2011-01-10,1,0,1,0,1,1,2.0,0.2,0.1818,0.4,0.2836,5.0,47.0,52.0,12.0
953,223,2011-01-10,1,0,1,0,1,1,2.0,0.2,0.1818,0.4,0.2836,4.0,50.0,54.0,13.0
954,224,2011-01-10,1,0,1,0,1,1,2.0,0.2,0.197,0.4,0.2239,0.0,47.0,47.0,14.0
955,225,2011-01-10,1,0,1,0,1,1,2.0,0.2,0.197,0.4,0.2239,2.0,43.0,45.0,15.0
956,226,2011-01-10,1,0,1,0,1,1,1.0,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0,16.0
957,227,2011-01-10,1,0,1,0,1,1,1.0,0.2,0.2273,0.4,0.1045,4.0,174.0,178.0,17.0
958,228,2011-01-10,1,0,1,0,1,1,1.0,0.2,0.197,0.4,0.2239,1.0,154.0,155.0,18.0
959,229,2011-01-10,1,0,1,0,1,1,1.0,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0,19.0
960,230,2011-01-10,1,0,1,0,1,1,1.0,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0,20.0
961,231,2011-01-10,1,0,1,0,1,1,1.0,0.14,0.1364,0.59,0.194,1.0,37.0,38.0,21.0
962,232,2011-01-10,1,0,1,0,1,1,1.0,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0,22.0
963,233,2011-01-10,1,0,1,0,1,1,1.0,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0,23.0
964,234,2011-01-11,1,0,1,0,2,1,1.0,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0,0.0
965,235,2011-01-11,1,0,1,0,2,1,1.0,0.14,0.1515,0.59,0.1642,0.0,3.0,3.0,1.0
966,236,2011-01-11,1,0,1,0,2,1,2.0,0.16,0.1515,0.55,0.194,0.0,3.0,3.0,2.0
967,237,2011-01-11,1,0,1,0,2,1,2.0,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0,5.0
968,238,2011-01-11,1,0,1,0,2,1,2.0,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0,6.0
969,239,2011-01-11,1,0,1,0,2,1,2.0,0.16,0.2273,0.55,0.0,2.0,97.0,99.0,7.0
970,240,2011-01-11,1,0,1,0,2,1,2.0,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0,8.0
971,241,2011-01-11,1,0,1,0,2,1,2.0,0.18,0.197,0.51,0.1642,3.0,127.0,130.0,9.0
972,242,2011-01-11,1,0,1,0,2,1,2.0,0.2,0.2121,0.51,0.1642,3.0,51.0,54.0,10.0
973,243,2011-01-11,1,0,1,0,2,1,2.0,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0,11.0
974,244,2011-01-11,1,0,1,0,2,1,2.0,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0,12.0
975,245,2011-01-11,1,0,1,0,2,1,2.0,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0,13.0
976,246,2011-01-11,1,0,1,0,2,1,2.0,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0,14.0
977,247,2011-01-11,1,0,1,0,2,1,2.0,0.16,0.197,0.8,0.0896,2.0,45.0,47.0,15.0
